Timestamp;Severity;Product;Version;ErrorCode
21.09.2025 18:25:00 +03:00;Critical;CRM;6;26
21.09.2025 0:35:00 +03:00;Low;Helper;12;61
21.09.2025 13:41:00 +03:00;High;TaskManager;4;73
21.09.2025 4:13:00 +03:00;Critical;Mobile;16;13
21.09.2025 7:33:00 +03:00;Low;Mobile;2;77
21.09.2025 23:04:00 +03:00;Critical;Mobile;5;91
21.09.2025 9:23:00 +03:00;Critical;TaskManager;10;57
21.09.2025 21:14:00 +03:00;Critical;CRM;20;46
21.09.2025 12:51:00 +03:00;Critical;Mobile;3;11
21.09.2025 11:01:00 +03:00;Normal;Helper;1;8
21.09.2025 22:08:00 +03:00;Normal;TaskManager;9;29
21.09.2025 18:51:00 +03:00;Normal;TaskManager;14;53
21.09.2025 6:06:00 +03:00;Normal;Mobile;7;99
21.09.2025 22:37:00 +03:00;Low;CRM;7;72
21.09.2025 8:05:00 +03:00;Low;TaskManager;9;29
21.09.2025 9:25:00 +03:00;Low;Mobile;18;94
21.09.2025 6:38:00 +03:00;Critical;CRM;20;75
21.09.2025 11:23:00 +03:00;High;CRM;3;62
21.09.2025 17:44:00 +03:00;Critical;Helper;8;52
21.09.2025 20:21:00 +03:00;Critical;TaskManager;10;90
21.09.2025 15:43:00 +03:00;Critical;Helper;2;44
21.09.2025 7:23:00 +03:00;Critical;Helper;4;18
21.09.2025 15:11:00 +03:00;Normal;Helper;16;49
21.09.2025 12:34:00 +03:00;Critical;Mobile;2;74
21.09.2025 14:30:00 +03:00;Critical;CRM;8;32
21.09.2025 7:03:00 +03:00;High;Helper;3;6
21.09.2025 11:02:00 +03:00;Critical;Mobile;4;51
21.09.2025 21:39:00 +03:00;Normal;TaskManager;2;65
21.09.2025 9:48:00 +03:00;High;Helper;16;91
21.09.2025 20:28:00 +03:00;Normal;Helper;11;65
21.09.2025 9:53:00 +03:00;Critical;Mobile;3;1
21.09.2025 23:03:00 +03:00;High;Mobile;8;12
21.09.2025 18:33:00 +03:00;Critical;CRM;1;70
21.09.2025 5:19:00 +03:00;Critical;Helper;9;60
21.09.2025 17:29:00 +03:00;High;CRM;4;5
21.09.2025 11:35:00 +03:00;Low;CRM;9;75
21.09.2025 3:20:00 +03:00;High;CRM;5;14
21.09.2025 4:24:00 +03:00;Critical;TaskManager;20;51
21.09.2025 16:16:00 +03:00;High;CRM;18;37
21.09.2025 9:14:00 +03:00;Critical;CRM;3;49
21.09.2025 9:27:00 +03:00;Low;TaskManager;2;63
21.09.2025 9:29:00 +03:00;Normal;TaskManager;5;30
21.09.2025 1:24:00 +03:00;Normal;Helper;6;32
21.09.2025 11:51:00 +03:00;High;CRM;3;4
21.09.2025 1:21:00 +03:00;High;CRM;3;29
21.09.2025 14:36:00 +03:00;Low;Helper;14;98
21.09.2025 9:06:00 +03:00;Normal;Helper;17;80
21.09.2025 5:39:00 +03:00;High;Helper;8;39
21.09.2025 5:59:00 +03:00;Normal;CRM;1;71
21.09.2025 3:12:00 +03:00;Low;Helper;10;30
21.09.2025 4:47:00 +03:00;Low;TaskManager;10;34
21.09.2025 16:46:00 +03:00;Normal;Helper;4;25
21.09.2025 20:44:00 +03:00;Normal;Helper;6;97
21.09.2025 20:54:00 +03:00;Critical;Mobile;20;6
21.09.2025 3:32:00 +03:00;Low;Helper;8;71
21.09.2025 2:06:00 +03:00;Low;CRM;8;27
21.09.2025 15:03:00 +03:00;Normal;TaskManager;6;50
21.09.2025 3:11:00 +03:00;Critical;Mobile;11;42
21.09.2025 20:04:00 +03:00;High;TaskManager;2;31
21.09.2025 17:46:00 +03:00;High;Helper;15;72
21.09.2025 13:14:00 +03:00;Low;Helper;9;35
21.09.2025 18:35:00 +03:00;High;CRM;9;39
21.09.2025 11:26:00 +03:00;Normal;Helper;1;88
21.09.2025 9:24:00 +03:00;High;Helper;11;67
21.09.2025 2:37:00 +03:00;High;CRM;16;78
21.09.2025 13:27:00 +03:00;Critical;TaskManager;4;76
21.09.2025 9:00:00 +03:00;Low;Helper;8;64
21.09.2025 16:45:00 +03:00;Low;CRM;20;14
21.09.2025 19:04:00 +03:00;Normal;TaskManager;4;73
21.09.2025 23:26:00 +03:00;Critical;TaskManager;3;73
21.09.2025 10:27:00 +03:00;High;Helper;5;7
21.09.2025 23:20:00 +03:00;Low;Mobile;11;87
21.09.2025 5:55:00 +03:00;Low;Mobile;5;47
21.09.2025 7:15:00 +03:00;Critical;TaskManager;7;54
21.09.2025 18:46:00 +03:00;Normal;CRM;14;87
21.09.2025 23:55:00 +03:00;Normal;CRM;6;26
21.09.2025 14:05:00 +03:00;Normal;Mobile;8;4
21.09.2025 13:43:00 +03:00;Low;Mobile;6;27
21.09.2025 5:41:00 +03:00;Low;TaskManager;9;79
21.09.2025 10:20:00 +03:00;Low;CRM;17;27
21.09.2025 15:05:00 +03:00;Critical;TaskManager;9;57
21.09.2025 23:02:00 +03:00;Normal;Helper;2;73
21.09.2025 4:31:00 +03:00;Low;CRM;12;44
21.09.2025 14:31:00 +03:00;Low;TaskManager;9;19
21.09.2025 16:18:00 +03:00;High;Helper;1;61
21.09.2025 21:51:00 +03:00;Low;Helper;8;59
21.09.2025 18:29:00 +03:00;Critical;Helper;1;92
21.09.2025 0:09:00 +03:00;Low;TaskManager;20;63
21.09.2025 8:49:00 +03:00;Low;Mobile;5;3
21.09.2025 10:10:00 +03:00;High;CRM;8;64
21.09.2025 13:26:00 +03:00;Normal;Helper;15;11
21.09.2025 3:49:00 +03:00;Low;TaskManager;7;27
21.09.2025 3:24:00 +03:00;High;Mobile;15;70
21.09.2025 3:57:00 +03:00;Low;CRM;2;92
21.09.2025 10:58:00 +03:00;High;Helper;19;18
21.09.2025 6:23:00 +03:00;Normal;Helper;20;62
21.09.2025 5:39:00 +03:00;Critical;TaskManager;17;17
21.09.2025 2:05:00 +03:00;High;TaskManager;10;76
21.09.2025 14:49:00 +03:00;Normal;TaskManager;7;100
21.09.2025 4:27:00 +03:00;Critical;CRM;10;68
21.09.2025 9:40:00 +03:00;Low;Mobile;14;82
21.09.2025 16:14:00 +03:00;High;TaskManager;11;37
21.09.2025 11:09:00 +03:00;High;Helper;16;22
21.09.2025 20:47:00 +03:00;High;Mobile;14;44
21.09.2025 21:56:00 +03:00;Critical;CRM;16;7
21.09.2025 19:30:00 +03:00;High;CRM;7;87
21.09.2025 17:53:00 +03:00;High;Mobile;2;50
21.09.2025 20:33:00 +03:00;Low;TaskManager;19;59
21.09.2025 1:52:00 +03:00;Critical;Mobile;16;94
21.09.2025 0:20:00 +03:00;Critical;Helper;5;57
21.09.2025 5:00:00 +03:00;High;CRM;12;81
21.09.2025 6:40:00 +03:00;High;TaskManager;7;83
21.09.2025 23:16:00 +03:00;High;Helper;15;42
21.09.2025 13:49:00 +03:00;High;CRM;14;41
21.09.2025 0:08:00 +03:00;Normal;Helper;3;45
21.09.2025 6:28:00 +03:00;Critical;Helper;15;19
21.09.2025 22:30:00 +03:00;Normal;CRM;18;4
21.09.2025 3:41:00 +03:00;High;Helper;18;11
21.09.2025 18:24:00 +03:00;High;Helper;16;24
21.09.2025 3:35:00 +03:00;Normal;Helper;2;46
21.09.2025 17:56:00 +03:00;Critical;CRM;10;76
21.09.2025 0:51:00 +03:00;Low;TaskManager;16;65
21.09.2025 17:33:00 +03:00;High;Helper;14;9
21.09.2025 21:39:00 +03:00;Critical;Helper;17;48
21.09.2025 4:23:00 +03:00;Low;Helper;15;60
21.09.2025 7:32:00 +03:00;Critical;Helper;3;12
21.09.2025 18:49:00 +03:00;Low;CRM;9;53
21.09.2025 3:37:00 +03:00;Normal;TaskManager;3;7
21.09.2025 14:17:00 +03:00;Normal;TaskManager;1;77
21.09.2025 13:03:00 +03:00;Critical;TaskManager;3;58
21.09.2025 18:57:00 +03:00;High;CRM;20;22
21.09.2025 9:58:00 +03:00;High;Mobile;2;21
21.09.2025 6:50:00 +03:00;Critical;TaskManager;10;46
21.09.2025 13:30:00 +03:00;High;CRM;7;35
21.09.2025 19:26:00 +03:00;Normal;Mobile;9;28
21.09.2025 12:42:00 +03:00;Critical;CRM;12;54
21.09.2025 11:34:00 +03:00;Low;TaskManager;14;67
21.09.2025 11:28:00 +03:00;Normal;Mobile;5;68
21.09.2025 16:31:00 +03:00;High;TaskManager;16;46
21.09.2025 12:08:00 +03:00;Critical;Mobile;18;93
21.09.2025 22:03:00 +03:00;Normal;Helper;18;32
21.09.2025 4:12:00 +03:00;Normal;TaskManager;20;15
21.09.2025 12:51:00 +03:00;Normal;TaskManager;13;79
21.09.2025 9:31:00 +03:00;Critical;CRM;14;86
21.09.2025 5:19:00 +03:00;High;Mobile;16;28
21.09.2025 6:57:00 +03:00;Normal;Helper;6;36
21.09.2025 23:55:00 +03:00;High;CRM;19;8
21.09.2025 10:05:00 +03:00;High;CRM;9;14
21.09.2025 11:11:00 +03:00;Normal;Mobile;16;72
21.09.2025 11:03:00 +03:00;Normal;Helper;1;41
21.09.2025 15:30:00 +03:00;Low;CRM;19;93
21.09.2025 9:08:00 +03:00;High;Helper;3;86
21.09.2025 19:42:00 +03:00;High;TaskManager;1;22
21.09.2025 23:51:00 +03:00;Normal;Helper;5;89
21.09.2025 4:24:00 +03:00;Low;Helper;18;92
21.09.2025 20:10:00 +03:00;High;TaskManager;19;30
21.09.2025 14:23:00 +03:00;Critical;Mobile;11;99
21.09.2025 19:12:00 +03:00;Normal;TaskManager;4;72
21.09.2025 2:54:00 +03:00;High;TaskManager;13;67
21.09.2025 7:26:00 +03:00;Low;TaskManager;4;2
21.09.2025 4:24:00 +03:00;High;CRM;4;92
21.09.2025 2:00:00 +03:00;High;TaskManager;19;11
21.09.2025 9:28:00 +03:00;Low;TaskManager;1;65
21.09.2025 10:31:00 +03:00;Critical;Mobile;19;66
21.09.2025 2:20:00 +03:00;High;Helper;4;60
21.09.2025 5:46:00 +03:00;Normal;TaskManager;14;89
21.09.2025 23:18:00 +03:00;Critical;TaskManager;15;88
21.09.2025 11:53:00 +03:00;Critical;Mobile;11;81
21.09.2025 23:50:00 +03:00;Critical;Mobile;10;32
21.09.2025 20:15:00 +03:00;Low;CRM;6;6
21.09.2025 6:37:00 +03:00;Critical;CRM;19;48
21.09.2025 19:57:00 +03:00;High;TaskManager;12;98
21.09.2025 14:43:00 +03:00;Normal;Helper;12;25
21.09.2025 17:01:00 +03:00;High;CRM;12;17
21.09.2025 20:34:00 +03:00;Normal;Mobile;4;46
21.09.2025 17:07:00 +03:00;High;Helper;4;89
21.09.2025 14:59:00 +03:00;Low;Mobile;5;33
21.09.2025 22:06:00 +03:00;High;CRM;15;24
21.09.2025 10:54:00 +03:00;Normal;Helper;11;99
21.09.2025 18:35:00 +03:00;Low;CRM;3;85
21.09.2025 20:07:00 +03:00;Critical;TaskManager;5;52
21.09.2025 12:06:00 +03:00;Low;Helper;15;34
21.09.2025 4:21:00 +03:00;High;CRM;15;60
21.09.2025 14:29:00 +03:00;Normal;TaskManager;5;89
21.09.2025 11:35:00 +03:00;Critical;Mobile;12;35
21.09.2025 3:58:00 +03:00;Low;Helper;6;34
21.09.2025 16:55:00 +03:00;Critical;TaskManager;3;64
21.09.2025 16:41:00 +03:00;Critical;Helper;11;88
21.09.2025 7:04:00 +03:00;High;Helper;2;84
21.09.2025 3:45:00 +03:00;High;CRM;14;85
21.09.2025 9:40:00 +03:00;Low;CRM;16;3
21.09.2025 17:25:00 +03:00;Critical;Mobile;3;25
21.09.2025 0:57:00 +03:00;Normal;Helper;12;97
21.09.2025 2:28:00 +03:00;Low;TaskManager;20;53
21.09.2025 3:37:00 +03:00;High;CRM;12;25
21.09.2025 10:10:00 +03:00;Critical;CRM;19;84
21.09.2025 6:00:00 +03:00;Normal;Helper;18;31
21.09.2025 10:17:00 +03:00;Normal;Helper;18;66
21.09.2025 1:47:00 +03:00;Critical;Helper;2;83
21.09.2025 6:57:00 +03:00;Low;TaskManager;11;8
21.09.2025 22:58:00 +03:00;High;CRM;1;22
21.09.2025 3:04:00 +03:00;High;Helper;2;84
21.09.2025 21:17:00 +03:00;High;Mobile;11;35
21.09.2025 8:40:00 +03:00;High;Helper;19;95
21.09.2025 22:26:00 +03:00;Normal;Mobile;4;15
21.09.2025 15:26:00 +03:00;Low;Helper;18;83
21.09.2025 20:35:00 +03:00;Normal;Mobile;4;45
21.09.2025 9:00:00 +03:00;Low;TaskManager;6;97
21.09.2025 1:15:00 +03:00;Low;Mobile;2;95
21.09.2025 2:49:00 +03:00;High;Mobile;19;52
21.09.2025 8:39:00 +03:00;Low;Mobile;10;7
21.09.2025 20:46:00 +03:00;High;Mobile;16;10
21.09.2025 5:32:00 +03:00;Low;Helper;10;65
21.09.2025 4:31:00 +03:00;Low;Mobile;8;31
21.09.2025 20:56:00 +03:00;Critical;TaskManager;15;99
21.09.2025 14:59:00 +03:00;Critical;Helper;15;90
21.09.2025 9:18:00 +03:00;Critical;Helper;17;64
21.09.2025 23:16:00 +03:00;Normal;Helper;3;98
21.09.2025 1:24:00 +03:00;Low;Helper;7;83
21.09.2025 12:30:00 +03:00;Normal;Mobile;18;22
21.09.2025 20:11:00 +03:00;Low;Helper;3;34
21.09.2025 0:31:00 +03:00;Critical;TaskManager;6;58
21.09.2025 4:49:00 +03:00;High;Helper;11;33
21.09.2025 5:31:00 +03:00;High;Helper;4;25
21.09.2025 15:32:00 +03:00;Low;CRM;14;39
21.09.2025 8:52:00 +03:00;Low;Helper;5;79
21.09.2025 3:20:00 +03:00;Critical;CRM;3;99
21.09.2025 22:55:00 +03:00;Low;TaskManager;15;59
21.09.2025 6:52:00 +03:00;Critical;Helper;10;70
21.09.2025 23:31:00 +03:00;High;CRM;4;38
21.09.2025 21:11:00 +03:00;High;Helper;9;26
21.09.2025 1:00:00 +03:00;Critical;CRM;3;95
21.09.2025 6:59:00 +03:00;Critical;TaskManager;19;50
21.09.2025 10:02:00 +03:00;Low;TaskManager;1;68
21.09.2025 6:40:00 +03:00;Critical;CRM;19;24
21.09.2025 8:16:00 +03:00;Critical;TaskManager;17;9
21.09.2025 19:00:00 +03:00;High;Helper;18;100
21.09.2025 0:32:00 +03:00;High;CRM;20;48
21.09.2025 23:38:00 +03:00;Low;Mobile;15;77
21.09.2025 22:30:00 +03:00;Normal;CRM;2;87
21.09.2025 11:56:00 +03:00;Low;CRM;5;78
21.09.2025 14:36:00 +03:00;Normal;TaskManager;2;94
21.09.2025 9:09:00 +03:00;Low;TaskManager;15;54
21.09.2025 20:00:00 +03:00;Critical;Mobile;9;14
21.09.2025 10:07:00 +03:00;Normal;CRM;7;6
21.09.2025 12:25:00 +03:00;Normal;CRM;18;21
21.09.2025 22:56:00 +03:00;Normal;Mobile;9;57
21.09.2025 23:43:00 +03:00;High;TaskManager;17;13
21.09.2025 21:36:00 +03:00;High;Mobile;2;100
21.09.2025 0:28:00 +03:00;Normal;TaskManager;7;76
21.09.2025 15:02:00 +03:00;High;TaskManager;14;20
21.09.2025 21:40:00 +03:00;Low;Mobile;18;67
21.09.2025 2:42:00 +03:00;Critical;Helper;8;8
21.09.2025 3:17:00 +03:00;Normal;Helper;11;94
21.09.2025 3:06:00 +03:00;Low;Mobile;9;55
21.09.2025 6:30:00 +03:00;Normal;CRM;12;38
21.09.2025 5:05:00 +03:00;High;Helper;20;67
21.09.2025 16:21:00 +03:00;Low;TaskManager;14;16
21.09.2025 8:21:00 +03:00;High;Mobile;2;91
21.09.2025 13:31:00 +03:00;Normal;CRM;11;69
21.09.2025 23:48:00 +03:00;Normal;Helper;14;42
21.09.2025 14:23:00 +03:00;Low;TaskManager;3;66
21.09.2025 13:23:00 +03:00;Critical;TaskManager;15;48
21.09.2025 1:44:00 +03:00;Critical;TaskManager;2;56
21.09.2025 15:18:00 +03:00;Critical;Helper;15;25
21.09.2025 8:33:00 +03:00;Low;Helper;13;99
21.09.2025 22:47:00 +03:00;Critical;Mobile;11;32
21.09.2025 21:34:00 +03:00;Low;Mobile;19;79
21.09.2025 0:01:00 +03:00;Critical;Helper;12;18
21.09.2025 1:04:00 +03:00;Normal;TaskManager;6;4
21.09.2025 0:11:00 +03:00;Low;CRM;13;28
21.09.2025 10:13:00 +03:00;Critical;Mobile;7;92
21.09.2025 5:06:00 +03:00;Critical;TaskManager;20;51
21.09.2025 10:57:00 +03:00;High;Helper;9;2
21.09.2025 1:46:00 +03:00;High;CRM;9;79
21.09.2025 23:01:00 +03:00;High;Mobile;6;66
21.09.2025 3:39:00 +03:00;High;CRM;11;58
21.09.2025 17:57:00 +03:00;Low;Helper;6;31
21.09.2025 12:38:00 +03:00;High;Mobile;7;52
21.09.2025 15:31:00 +03:00;High;TaskManager;13;18
21.09.2025 13:00:00 +03:00;High;Helper;4;54
21.09.2025 3:41:00 +03:00;Normal;Mobile;5;17
21.09.2025 10:58:00 +03:00;Low;Helper;11;61
21.09.2025 5:02:00 +03:00;High;Helper;10;14
21.09.2025 1:38:00 +03:00;High;CRM;7;12
21.09.2025 4:25:00 +03:00;Low;TaskManager;19;49
21.09.2025 1:57:00 +03:00;Low;TaskManager;7;49
21.09.2025 6:45:00 +03:00;Normal;CRM;13;10
21.09.2025 16:09:00 +03:00;Critical;Helper;4;93
21.09.2025 11:13:00 +03:00;High;TaskManager;18;43
21.09.2025 15:20:00 +03:00;Critical;Helper;15;95
21.09.2025 22:42:00 +03:00;Low;CRM;19;17
21.09.2025 0:53:00 +03:00;Low;Helper;5;89
21.09.2025 8:09:00 +03:00;Low;TaskManager;5;32
21.09.2025 16:38:00 +03:00;High;TaskManager;13;12
21.09.2025 22:14:00 +03:00;Normal;TaskManager;4;18
21.09.2025 13:55:00 +03:00;Normal;TaskManager;6;36
21.09.2025 22:31:00 +03:00;Critical;TaskManager;16;99
21.09.2025 11:19:00 +03:00;Normal;Helper;6;94
21.09.2025 20:16:00 +03:00;Normal;Helper;4;27
21.09.2025 1:42:00 +03:00;Normal;Helper;7;29
21.09.2025 16:52:00 +03:00;Normal;Mobile;3;30
21.09.2025 17:57:00 +03:00;Low;Mobile;12;76
21.09.2025 22:04:00 +03:00;Critical;TaskManager;19;68
21.09.2025 14:48:00 +03:00;Normal;Helper;16;37
21.09.2025 16:08:00 +03:00;High;Mobile;7;27
21.09.2025 8:38:00 +03:00;Critical;Helper;10;25
21.09.2025 19:48:00 +03:00;Critical;Mobile;13;58
21.09.2025 6:21:00 +03:00;Low;Helper;2;55
21.09.2025 22:02:00 +03:00;Normal;Helper;14;40
21.09.2025 13:50:00 +03:00;Critical;CRM;18;12
21.09.2025 13:04:00 +03:00;Normal;Helper;11;21
21.09.2025 7:01:00 +03:00;Critical;Mobile;16;100
21.09.2025 14:42:00 +03:00;Low;Helper;10;19
21.09.2025 8:59:00 +03:00;Critical;CRM;16;97
21.09.2025 14:47:00 +03:00;Low;Helper;16;85
21.09.2025 16:10:00 +03:00;High;TaskManager;6;55
21.09.2025 16:07:00 +03:00;Low;TaskManager;7;13
21.09.2025 9:35:00 +03:00;Low;CRM;11;26
21.09.2025 2:23:00 +03:00;High;Mobile;6;42
21.09.2025 14:04:00 +03:00;Normal;Mobile;7;47
21.09.2025 3:19:00 +03:00;Critical;Mobile;5;20
21.09.2025 16:46:00 +03:00;Low;CRM;4;11
21.09.2025 18:45:00 +03:00;Normal;CRM;15;63
21.09.2025 10:36:00 +03:00;High;TaskManager;16;15
21.09.2025 18:39:00 +03:00;Normal;Mobile;11;91
21.09.2025 21:46:00 +03:00;Normal;Helper;11;64
21.09.2025 21:33:00 +03:00;High;Mobile;16;53
21.09.2025 11:08:00 +03:00;Low;CRM;9;87
21.09.2025 21:16:00 +03:00;Low;CRM;5;71
21.09.2025 21:55:00 +03:00;Critical;CRM;8;70
21.09.2025 12:01:00 +03:00;Low;Mobile;1;83
21.09.2025 22:35:00 +03:00;Low;Mobile;1;2
21.09.2025 9:09:00 +03:00;High;CRM;12;22
21.09.2025 18:58:00 +03:00;Low;Helper;9;29
21.09.2025 1:57:00 +03:00;Normal;Helper;12;17
21.09.2025 10:02:00 +03:00;Normal;Helper;20;60
21.09.2025 18:03:00 +03:00;Normal;Mobile;20;31
21.09.2025 14:44:00 +03:00;Low;Helper;1;30
21.09.2025 3:59:00 +03:00;Normal;Helper;11;21
21.09.2025 2:07:00 +03:00;Low;Helper;20;77
21.09.2025 16:27:00 +03:00;Normal;TaskManager;16;35
21.09.2025 17:07:00 +03:00;Low;CRM;15;6
21.09.2025 20:17:00 +03:00;Low;Mobile;14;40
21.09.2025 0:32:00 +03:00;High;Helper;6;14
21.09.2025 8:33:00 +03:00;High;Mobile;9;23
21.09.2025 5:50:00 +03:00;High;Mobile;1;17
21.09.2025 0:47:00 +03:00;High;TaskManager;14;31
21.09.2025 20:49:00 +03:00;Normal;TaskManager;18;30
21.09.2025 9:02:00 +03:00;Normal;Mobile;16;81
21.09.2025 16:21:00 +03:00;Normal;CRM;11;97
21.09.2025 18:44:00 +03:00;Normal;CRM;12;59
21.09.2025 18:36:00 +03:00;High;Helper;11;83
21.09.2025 0:44:00 +03:00;Critical;Mobile;16;93
21.09.2025 19:45:00 +03:00;Normal;TaskManager;13;4
21.09.2025 5:44:00 +03:00;Normal;TaskManager;17;27
21.09.2025 20:57:00 +03:00;Critical;CRM;12;48
21.09.2025 9:23:00 +03:00;Low;CRM;7;73
21.09.2025 15:46:00 +03:00;Low;TaskManager;5;42
21.09.2025 10:24:00 +03:00;Low;Helper;15;61
21.09.2025 15:56:00 +03:00;Critical;Mobile;17;12
21.09.2025 23:53:00 +03:00;Critical;CRM;8;89
21.09.2025 17:00:00 +03:00;Low;Mobile;20;61
21.09.2025 10:50:00 +03:00;High;TaskManager;13;88
21.09.2025 1:25:00 +03:00;High;Helper;1;87
21.09.2025 19:38:00 +03:00;Low;Helper;19;92
21.09.2025 5:48:00 +03:00;Critical;Mobile;8;44
21.09.2025 3:54:00 +03:00;Normal;Helper;13;36
21.09.2025 17:26:00 +03:00;Critical;Mobile;4;45
21.09.2025 18:54:00 +03:00;Critical;CRM;9;39
21.09.2025 4:07:00 +03:00;High;Helper;20;78
21.09.2025 12:31:00 +03:00;Critical;Mobile;8;37
21.09.2025 7:43:00 +03:00;Low;Helper;9;62
21.09.2025 18:01:00 +03:00;High;Helper;16;28
21.09.2025 17:52:00 +03:00;Critical;CRM;3;50
21.09.2025 1:38:00 +03:00;Low;CRM;2;46
21.09.2025 14:58:00 +03:00;Critical;CRM;3;64
21.09.2025 20:33:00 +03:00;Low;TaskManager;7;90
21.09.2025 22:15:00 +03:00;Low;Helper;4;12
21.09.2025 8:52:00 +03:00;Normal;CRM;1;82
21.09.2025 13:13:00 +03:00;Critical;Helper;17;10
21.09.2025 11:52:00 +03:00;High;TaskManager;2;99
21.09.2025 16:18:00 +03:00;High;TaskManager;3;17
21.09.2025 6:14:00 +03:00;Critical;Helper;4;34
21.09.2025 12:28:00 +03:00;High;CRM;8;53
21.09.2025 23:03:00 +03:00;High;Mobile;19;66
21.09.2025 0:28:00 +03:00;Low;Helper;15;90
21.09.2025 2:15:00 +03:00;High;TaskManager;2;27
21.09.2025 7:27:00 +03:00;Low;CRM;8;8
21.09.2025 16:15:00 +03:00;High;CRM;13;71
21.09.2025 21:07:00 +03:00;Critical;TaskManager;3;95
21.09.2025 13:55:00 +03:00;Normal;Mobile;1;10
21.09.2025 2:15:00 +03:00;High;TaskManager;4;22
21.09.2025 10:38:00 +03:00;Critical;Helper;19;36
21.09.2025 10:20:00 +03:00;Critical;TaskManager;18;87
21.09.2025 9:24:00 +03:00;Critical;TaskManager;19;5
21.09.2025 11:04:00 +03:00;Normal;Helper;19;27
21.09.2025 14:40:00 +03:00;Normal;CRM;3;86
